,0,1,2
0,vodeni-3-img-dark-orig.tif,False,0.21972135072274193
1,cisti-2-img-hands-orig.tif,False,0.2101625105344812
2,cisti-7-img-horizon-wm3.tif,True,0.3567950641116796
3,cisti-4-img-dark-wm2.tif,True,0.7397871501689975
4,offset-4-img-veggies-wm2.tif,True,0.530038154350532
5,cisti-8-img-gnocchi-wm3.tif,True,0.5049366514505976
6,offset-6-img-veggies-wm3.tif,True,0.4978787777581181
7,uv-9-img-gnocchi-orig.tif,False,0.2199655868179794
8,uv-6-img-hands-wm3.tif,True,0.4697355765684863
9,cisti-9-img-woman-wm1.tif,True,0.6128505800691113
10,cisti-8-img-veggies-wm1.tif,True,0.4995591763672468
11,uv-1-img-horizon-orig.tif,False,0.23028456425976948
12,cisti-10-img-veggies-orig.tif,False,0.22889467686056775
13,offset-10-img-gnocchi-wm2.tif,True,0.5970892276546566
14,vodeni-2-img-horizon-wm2.tif,True,0.40134513845028896
15,uv-6-img-dark-wm1.tif,True,0.7878840213378168
16,cisti-10-img-horizon-wm1.tif,True,0.38519416532639844
17,uv-7-img-woman-wm2.tif,True,0.7281571819599846
18,offset-5-img-horizon-wm3.tif,True,0.3766239057678104
19,offset-3-img-hands-wm3.tif,True,0.45685208427082047
20,offset-8-img-veggies-wm3.tif,True,0.4740521222448023
21,offset-6-img-woman-wm1.tif,True,0.6386484867649926
22,cisti-2-img-dark-wm1.tif,True,0.7228074986008944
23,offset-2-img-dark-wm2.tif,True,0.6987204224132472
24,cisti-9-img-woman-orig.tif,False,0.20883047896679494
25,vodeni-1-img-hands-orig.tif,False,0.21442327807259562
26,vodeni-2-img-hands-orig.tif,False,0.21941919953974456
27,offset-8-img-dark-orig.tif,False,0.21492218440172386
28,offset-5-img-gnocchi-wm1.tif,True,0.574510677721844
29,cisti-8-img-horizon-wm1.tif,True,0.40290870035574006
30,uv-1-img-horizon-wm3.tif,True,0.3706443025139934
31,offset-2-img-hands-orig.tif,False,0.21694622695074992
32,uv-10-img-veggies-orig.tif,False,0.23566469044050178
33,cisti-10-img-horizon-wm3.tif,True,0.36429124173884164
34,uv-8-img-gnocchi-wm1.tif,True,0.5871431219088102
35,uv-1-img-gnocchi-orig.tif,False,0.2083433237210158
36,offset-2-img-woman-wm2.tif,True,0.6096558216629725
37,uv-2-img-woman-wm1.tif,True,0.6823501716937308
38,uv-2-img-gnocchi-orig.tif,False,0.2115470914128865
39,offset-1-img-horizon-orig.tif,False,0.2050944782499802
40,offset-3-img-gnocchi-wm3.tif,True,0.4929284376199108
41,cisti-6-img-dark-wm2.tif,True,0.74049399901767
42,cisti-2-img-woman-wm2.tif,True,0.5892953030577662
43,offset-10-img-horizon-wm1.tif,True,0.39992501064232516
44,offset-3-img-gnocchi-wm2.tif,True,0.5398551998322111
45,cisti-5-img-veggies-wm3.tif,True,0.46655955403642924
46,vodeni-5-img-woman-orig.tif,False,0.2125459779977638
47,uv-8-img-dark-wm1.tif,True,0.745354651766196
48,vodeni-1-img-dark-wm2.tif,True,0.7026025404766688
49,uv-10-img-hands-wm2.tif,True,0.4666646422768316
50,cisti-4-img-gnocchi-wm3.tif,True,0.5066847962613874
51,cisti-10-img-gnocchi-wm2.tif,True,0.5592674145309348
52,vodeni-3-img-horizon-orig.tif,False,0.222468092690595
53,vodeni-2-img-dark-wm1.tif,True,0.7122537765752736
54,cisti-6-img-horizon-wm3.tif,True,0.34574383951499915
55,offset-7-img-hands-orig.tif,True,0.25362932880256783
56,cisti-5-img-dark-wm3.tif,True,0.552215628683117
57,uv-8-img-dark-wm2.tif,True,0.7514741793303897
58,offset-1-img-hands-wm2.tif,True,0.49620671641354525
59,offset-1-img-gnocchi-orig.tif,False,0.21390427732113276
60,vodeni-1-img-hands-wm2.tif,True,0.4721096096204583
61,offset-9-img-veggies-wm3.tif,True,0.47205489192842875
62,offset-3-img-horizon-orig.tif,False,0.2182029037679003
63,offset-1-img-hands-wm1.tif,True,0.5280610401228388
64,uv-8-img-woman-wm1.tif,True,0.7168916768047998
65,uv-9-img-woman-wm2.tif,True,0.6682044166181323
66,offset-10-img-veggies-wm1.tif,True,0.49450005062295016
67,cisti-5-img-horizon-wm3.tif,True,0.3425806558229762
68,cisti-10-img-hands-wm3.tif,True,0.4371318088313772
69,offset-4-img-dark-wm1.tif,True,0.7149546149345396
70,cisti-7-img-horizon-wm2.tif,True,0.40023323350975537
71,offset-3-img-woman-orig.tif,False,0.20039240187519072
72,cisti-4-img-horizon-wm2.tif,True,0.3849372211537581
73,vodeni-1-img-horizon-wm2.tif,True,0.3941795942006776
74,offset-2-img-hands-wm3.tif,True,0.4549190339149709
75,cisti-2-img-gnocchi-wm1.tif,True,0.5201461788308852
76,uv-7-img-woman-orig.tif,False,0.21236121666395913
77,uv-3-img-dark-wm2.tif,True,0.7288010874618878
78,uv-6-img-veggies-wm3.tif,True,0.4933710687919572
79,cisti-3-img-veggies-orig.tif,False,0.2313500385476884
80,cisti-8-img-woman-wm2.tif,True,0.567113669900631
81,vodeni-10-img-woman-wm1.tif,True,0.6172897500561456
82,vodeni-8-img-horizon-orig.tif,False,0.21008772243786974
83,vodeni-10-img-horizon-wm1.tif,True,0.37499511708078714
84,vodeni-6-img-dark-orig.tif,False,0.2069981464746525
85,cisti-5-img-hands-wm2.tif,True,0.48227306189256175
86,uv-6-img-veggies-wm2.tif,True,0.5426954645145651
87,uv-8-img-hands-wm2.tif,True,0.4681788318148054
88,uv-2-img-woman-wm3.tif,True,0.5812184707842076
89,offset-7-img-horizon-wm3.tif,True,0.3838750936005798
90,offset-3-img-woman-wm3.tif,True,0.5684803629550246
91,uv-3-img-hands-wm2.tif,True,0.4950575878990019
92,vodeni-6-img-woman-wm1.tif,True,0.6738845987766836
93,vodeni-1-img-veggies-wm3.tif,True,0.4760398428014581
94,vodeni-4-img-woman-wm1.tif,True,0.6190875039533279
95,cisti-7-img-gnocchi-orig.tif,False,0.20678837698764663
96,offset-6-img-woman-orig.tif,False,0.2173182541158651
97,offset-9-img-horizon-orig.tif,False,0.21126343834070005
98,offset-8-img-hands-wm2.tif,True,0.47959039026571815
99,uv-8-img-dark-wm3.tif,True,0.6125627999880995
100,vodeni-9-img-dark-wm2.tif,True,0.7253724036167114
101,offset-6-img-gnocchi-orig.tif,False,0.20771738680537183
102,cisti-3-img-horizon-wm1.tif,True,0.38876848534420183
103,offset-8-img-gnocchi-wm1.tif,True,0.5514603164879681
104,uv-4-img-dark-wm3.tif,True,0.6013725891283292
105,vodeni-9-img-veggies-orig.tif,False,0.2142889246471378
106,uv-3-img-gnocchi-orig.tif,False,0.22432515541965395
107,vodeni-3-img-gnocchi-wm3.tif,True,0.4964894990340055
108,uv-1-img-horizon-wm2.tif,True,0.3994858960250474
109,offset-9-img-dark-wm2.tif,True,0.6985883706757903
110,offset-5-img-hands-wm2.tif,True,0.4748126112314061
111,uv-7-img-veggies-wm1.tif,True,0.5048363920654254
112,offset-3-img-gnocchi-wm1.tif,True,0.5855843871893567
113,vodeni-5-img-dark-wm2.tif,True,0.747413743496872
114,vodeni-8-img-dark-orig.tif,False,0.20600026321066425
115,offset-7-img-woman-wm1.tif,True,0.5532440970493412
116,cisti-1-img-veggies-wm1.tif,True,0.49557416499436485
117,vodeni-8-img-gnocchi-orig.tif,False,0.23611721958902274
118,vodeni-9-img-horizon-wm1.tif,True,0.3977437776386457
119,uv-4-img-hands-orig.tif,False,0.22712696032696844
120,vodeni-5-img-gnocchi-wm1.tif,True,0.5612515258117362
121,uv-3-img-woman-wm1.tif,True,0.6943945730006585
122,vodeni-4-img-gnocchi-wm1.tif,True,0.5536577419942771
123,uv-10-img-veggies-wm1.tif,True,0.4937146467097622
124,uv-5-img-veggies-wm2.tif,True,0.5508903503417194
125,vodeni-10-img-dark-wm3.tif,True,0.5714042464703012
126,vodeni-9-img-horizon-wm3.tif,True,0.35140472764766834
127,vodeni-9-img-dark-wm3.tif,True,0.5171175984854565
128,cisti-4-img-woman-wm1.tif,True,0.6793314840613742
129,cisti-5-img-horizon-orig.tif,False,0.21829868405527034
130,offset-1-img-gnocchi-wm3.tif,True,0.5112048804309594
131,uv-10-img-dark-wm2.tif,True,0.7485691161631909
132,uv-9-img-veggies-wm3.tif,True,0.4784783676886173
133,cisti-2-img-horizon-orig.tif,False,0.23498084424314478
134,cisti-10-img-veggies-wm1.tif,True,0.47953439932839115
135,vodeni-9-img-hands-wm3.tif,True,0.47640750009973964
136,uv-5-img-gnocchi-wm1.tif,True,0.5723861773767486
137,vodeni-1-img-woman-wm1.tif,True,0.5736628747482643
138,uv-7-img-horizon-orig.tif,False,0.22075340284971068
139,uv-9-img-woman-wm3.tif,True,0.521572104682853
140,vodeni-1-img-gnocchi-orig.tif,False,0.2122149023915631
141,uv-8-img-horizon-wm1.tif,True,0.39794500863956317
142,vodeni-1-img-veggies-wm1.tif,True,0.48372479036127736
